nr,ES_ID,Comp_ID,Exp_ID,Study_ID,First_author,Year,J_abbr_name,animal,Strain,Dam_choice_diet,Dam_diet_start_exp_dPC,Dam_diet_end_exp_dPC,Dam_diet_lactation_incl,Dam_diet_duration,Dam_diet_code_contr,Dam_diet_contr_E,Dam_diet_contr_PNP_kcal,Dam_diet_code_exp,Dam_diet_exp_E,Dam_diet_exp_PNP_kcal,Offspr_diet_code,Offspr_diet_E,Offspr_diet_PNP_kcal,Offspr_diet_prot_pww,Offspr_diet_start_dPC,Litter_size_equalized,Offspr_crossfosterd,Offspr_sex,Bodyweight_mean_contr,Bodyweight_N_contr,Bodyweight_mean_exp,Bodyweight_N_exp,AbsIntake_mean_contr,AbsIntake_N_contr,AbsIntake_mean_exp,AbsIntake_N_exp,RelIntake_mean_contr,RelIntake_N_contr,RelIntake_mean_exp,RelIntake_N_exp,RelIntake2_mean_contr,RelIntake2_mean_exp,Bodyweight_SE_contr,Bodyweight_SE_exp,AbsIntake_SE_contr,AbsIntake_SE_exp,RelIntake_SE_contr,RelIntake_SE_exp,RelIntake2_SE_contr,RelIntake2_SE_exp,Intake_age_dPC,Intake_duration,TBodyweight_age_dPC,Offspr_data_source,Comments,Original_measur_units,Suppl_files,Bodyweight_SD_contr,Bodyweight_SD_exp,AbsIntake_SD_contr,AbsIntake_SD_exp,RelIntake_SD_contr,RelIntake_SD_exp,RelIntake2_SD_contr,RelIntake2_SD_exp,Bodyweight_Cd,Bodyweight_Cd_Var,Bodyweight_Hd,Bodyweight_Hd_Var,AbsIntake_Cd,AbsIntake_Cd_Var,AbsIntake_Hd,AbsIntake_Hd_Var,RelIntake_Cd,RelIntake_Cd_Var,RelIntake_Hd,RelIntake_Hd_Var,RelIntake2_Cd,RelIntake2_Cd_Var,RelIntake2_Hd,RelIntake2_Hd_Var,Exp_ID_sex,shared_control,within_exp_id,control_id,Bodyweight_N_total,Intake_N_total,Bodyweight_Hd_Var_adj,RelIntake2_Hd_Var_adj,Bodyweight_Hd_Var_combined,RelIntake2_Hd_Var_combined
106,ES272,Comp1249,Exp148,Study096,Akyol,2012,Brit J Nutr,rat,Wistar,1,0,21,1,21,Teklad2018,3.07,0.319862425,JunkFood_UK2,NA,NA,Teklad2018,3.07,0.319862425,18.6,42,yes,no,M,57.73,16,56.91,16,36.13,5,29.98,5,0.6259,5,0.5269,5,1.725,1.447,3.44,1.98,3.79,1.58,0.0755,0.0332,0.208,0.091,49,7,42,"Fig5, Fig3","CCC vs. OOO; used food intake at weaning only (not at 5 weeks), offspring weaned on chow diet",kcal/day,calculations_MAME_FB_Comp1245_1254,13.76,7.92,8.474697635,3.532987404,0.168823132,0.074237457,0.465102139,0.203482186,-0.073,0.1251,-0.0712,0.1189,-0.9473,0.4449,-0.8556,0.3629,-0.7592,0.4288,-0.6857,0.3498,-0.7744,0.43,-0.6995,0.3508,Exp148_M,1,1,Exp148_M_1_SC,96,30,0.125026403,0.408155004,0.125026403,0.408155004
107,ES278,Comp1255,Exp149,Study097,Beltrand,2012,J Nutr Metab,rat,Wistar,0,0,42,1,42,Teklad2018,3.07,0.319862425,D12451,4.76,0.252631579,Teklad2018,3.07,0.319862425,18.6,42,yes,no,M,390.59,8,397.01,8,52.15,8,53.563,8,0.154,8,0.154,8,0.643,0.647,17.6,17.6,10.42,10.675,0.03,0.03,0.132,0.132,64,85,64,"Fig5, Fig4",CON-S-chow vs. MHF-S-chow; saline injection groups included; SE values for RelIntake and Bodyweights were taken as the last (vidsible) SE vaues from the figures; SE for AbsIntake and RelIntake2 were calculated from these values + means,kcal/g/day,calculations_MAME_FB_Comp1255_1256,49.7803174,49.7803174,29.47221064,30.19345956,0.084852814,0.084852814,0.37335238,0.37335238,0.129,0.2505,0.1219,0.2239,0.0474,0.2501,0.0448,0.2235,0,0.25,0,0.2235,0.0107,0.25,0.0101,0.2235,Exp149_M,0,2,Exp149_M_0_2,16,16,0.250464363,0.250003188,0.2505307,0.250003643
108,ES276,Comp1253,Exp148,Study096,Akyol,2012,Brit J Nutr,rat,Wistar,1,0,21,0,21,Teklad2018,3.07,0.319862425,JunkFood_UK2,NA,NA,Teklad2018,3.07,0.319862425,18.6,42,yes,no,F,62.33,16,53.31,16,35.25,5,29.85,5,0.5655,5,0.56,5,1.589,1.513,4.15,1.26,2.87,2.86,0.0595,0.0553,0.167,0.149,49,7,42,"Fig5, Fig3","CCC vs. OOC; used food intake at weaning only (not at 5 weeks), offspring weaned on chow diet",kcal/day,calculations_MAME_FB_Comp1245_1254,16.6,5.04,6.417515095,6.395154416,0.133046045,0.123654559,0.373423352,0.333174129,-0.7353,0.1334,-0.7168,0.1268,-0.8429,0.4355,-0.7613,0.3553,-0.0428,0.4001,-0.0387,0.3264,-0.2148,0.4023,-0.194,0.3282,Exp148_F,1,1,Exp148_F_1_SC,96,30,0.127676053,0.400627267,0.127676053,0.400627267
109,ES271,Comp1248,Exp148,Study096,Akyol,2012,Brit J Nutr,rat,Wistar,1,0,21,0,21,Teklad2018,3.07,0.319862425,JunkFood_UK2,NA,NA,Teklad2018,3.07,0.319862425,18.6,42,yes,no,M,57.73,16,51.19,16,36.13,5,32.96,5,0.6259,5,0.6439,5,1.725,1.722,3.44,0.99,3.79,3.14,0.0755,0.0625,0.208,0.167,49,7,42,"Fig5, Fig3","CCC vs. OOC; used food intake at weaning only (not at 5 weeks), offspring weaned on chow diet",kcal/day,calculations_MAME_FB_Comp1245_1254,13.76,3.96,8.474697635,7.021253449,0.168823132,0.139754249,0.465102139,0.373423352,-0.6459,0.1315,-0.6297,0.125,-0.4074,0.4083,-0.3679,0.3331,0.1162,0.4007,0.1049,0.3269,-0.0071,0.4,-0.0064,0.3263,Exp148_M,1,2,Exp148_M_1_SC,96,30,0.127065219,0.400000683,0.127065219,0.400000683
110,ES277,Comp1254,Exp148,Study096,Akyol,2012,Brit J Nutr,rat,Wistar,1,0,21,1,21,Teklad2018,3.07,0.319862425,JunkFood_UK2,NA,NA,Teklad2018,3.07,0.319862425,18.6,42,yes,no,F,62.33,16,55.99,16,35.25,5,30.06,5,0.5655,5,0.5368,5,1.589,1.469,4.15,1.75,2.87,1.26,0.0595,0.028,0.167,0.077,49,7,42,"Fig5, Fig3","CCC vs. OOO; used food intake at weaning only (not at 5 weeks), offspring weaned on chow diet",kcal/day,calculations_MAME_FB_Comp1245_1254,16.6,7,6.417515095,2.817445652,0.133046045,0.062609903,0.373423352,0.172177234,-0.4977,0.1289,-0.4851,0.1225,-1.0472,0.4548,-0.9459,0.3711,-0.276,0.4038,-0.2493,0.3294,-0.4127,0.4085,-0.3728,0.3333,Exp148_F,1,2,Exp148_F_1_SC,96,30,0.126225635,0.402316331,0.126225635,0.402316331
111,ES269,Comp1246,Exp148,Study096,Akyol,2012,Brit J Nutr,rat,Wistar,1,0,21,1,21,Teklad2018,3.07,0.319862425,JunkFood_UK2,NA,NA,Teklad2018,3.07,0.319862425,18.6,42,yes,no,M,57.73,16,53.79,16,36.13,5,32.02,5,0.6259,5,0.5952,5,1.725,1.612,3.44,1.55,3.79,1.33,0.0755,0.0301,0.208,0.082,49,7,42,"Fig5, Fig3","CCC vs. COO; used food intake at weaning only (not at 5 weeks), offspring weaned on chow diet",kcal/day,calculations_MAME_FB_Comp1245_1254,13.76,6.2,8.474697635,2.97397041,0.168823132,0.067305646,0.465102139,0.183357574,-0.3692,0.1271,-0.3599,0.1208,-0.6472,0.4209,-0.5845,0.3434,-0.2389,0.4029,-0.2158,0.3287,-0.3197,0.4051,-0.2887,0.3305,Exp148_M,1,3,Exp148_M_1_SC,96,30,0.125674625,0.401389128,0.125674625,0.401389128
112,ES270,Comp1247,Exp148,Study096,Akyol,2012,Brit J Nutr,rat,Wistar,1,0,21,0,21,Teklad2018,3.07,0.319862425,JunkFood_UK2,NA,NA,Teklad2018,3.07,0.319862425,18.6,42,yes,no,M,57.73,16,56.23,16,36.13,5,34.13,5,0.6259,5,0.607,5,1.725,1.662,3.44,1.08,3.79,1.36,0.0755,0.0269,0.208,0.074,49,7,42,"Fig5, Fig3","CCC vs. OCC; used food intake at weaning only (not at 5 weeks), offspring weaned on chow diet",kcal/day,calculations_MAME_FB_Comp1245_1254,13.76,4.32,8.474697635,3.041052449,0.168823132,0.060150229,0.465102139,0.16546903,-0.1471,0.1253,-0.1434,0.1191,-0.3141,0.4049,-0.2837,0.3304,-0.1491,0.4011,-0.1347,0.3272,-0.1805,0.4016,-0.163,0.3277,Exp148_M,1,4,Exp148_M_1_SC,96,30,0.125107102,0.400442817,0.125107102,0.400442817
113,ES273,Comp1250,Exp148,Study096,Akyol,2012,Brit J Nutr,rat,Wistar,1,0,21,0,21,Teklad2018,3.07,0.319862425,JunkFood_UK2,NA,NA,Teklad2018,3.07,0.319862425,18.6,42,yes,no,F,62.33,16,53.97,16,35.25,5,38.13,5,0.5655,5,0.7066,5,1.589,1.915,4.15,1.48,2.87,10.23,0.0595,0.1906,0.167,0.517,49,7,42,"Fig5, Fig3","CCC vs. COC; used food intake at weaning only (not at 5 weeks), offspring weaned on chow diet",kcal/day,calculations_MAME_FB_Comp1245_1254,16.6,5.92,6.417515095,22.87497541,0.133046045,0.426194557,0.373423352,1.156047144,-0.6708,0.132,-0.6539,0.1255,0.1714,0.4015,0.1548,0.3275,0.4469,0.41,0.4037,0.3345,0.3795,0.4072,0.3428,0.3322,Exp148_F,1,3,Exp148_F_1_SC,96,30,0.127227006,0.401958531,0.127227006,0.401958531
114,ES274,Comp1251,Exp148,Study096,Akyol,2012,Brit J Nutr,rat,Wistar,1,0,21,1,21,Teklad2018,3.07,0.319862425,JunkFood_UK2,NA,NA,Teklad2018,3.07,0.319862425,18.6,42,yes,no,F,62.33,16,57.11,16,35.25,5,24.17,5,0.5655,5,0.4232,5,1.589,1.163,4.15,0.73,2.87,1.38,0.0595,0.0247,0.167,0.068,49,7,42,"Fig5, Fig3","CCC vs. COO; used food intake at weaning only (not at 5 weeks), offspring weaned on chow diet",kcal/day,calculations_MAME_FB_Comp1245_1254,16.6,2.92,6.417515095,3.085773809,0.133046045,0.055230879,0.373423352,0.152052622,-0.438,0.128,-0.4269,0.1216,-2.2005,0.6421,-1.9876,0.5238,-1.397,0.4976,-1.2618,0.4059,-1.4942,0.5116,-1.3496,0.4174,Exp148_F,1,4,Exp148_F_1_SC,96,30,0.125949185,0.430357003,0.125949185,0.430357003
115,ES275,Comp1252,Exp148,Study096,Akyol,2012,Brit J Nutr,rat,Wistar,1,0,21,0,21,Teklad2018,3.07,0.319862425,JunkFood_UK2,NA,NA,Teklad2018,3.07,0.319862425,18.6,42,yes,no,F,62.33,16,56.56,16,35.25,5,30.15,5,0.5655,5,0.5331,5,1.589,1.462,4.15,1.18,2.87,2.01,0.0595,0.0372,0.167,0.102,49,7,42,"Fig5, Fig3","CCC vs. OCC; used food intake at weaning only (not at 5 weeks), offspring weaned on chow diet",kcal/day,calculations_MAME_FB_Comp1245_1254,16.6,4.72,6.417515095,4.494496635,0.133046045,0.083181729,0.373423352,0.228078934,-0.4728,0.1285,-0.4609,0.1221,-0.9206,0.4424,-0.8315,0.3609,-0.292,0.4043,-0.2638,0.3298,-0.4105,0.4084,-0.3707,0.3332,Exp148_F,1,5,Exp148_F_1_SC,96,30,0.1261064,0.402290308,0.1261064,0.402290308
116,ES268,Comp1245,Exp148,Study096,Akyol,2012,Brit J Nutr,rat,Wistar,1,0,21,0,21,Teklad2018,3.07,0.319862425,JunkFood_UK2,NA,NA,Teklad2018,3.07,0.319862425,18.6,42,yes,no,M,57.73,16,52,16,36.13,5,34.35,5,0.6259,5,0.6605,5,1.725,1.774,3.44,1.2,3.79,4.77,0.0755,0.093,0.208,0.25,49,7,42,"Fig5, Fig3","CCC vs. COC; used food intake at weaning only (not at 5 weeks), offspring weaned on chow diet",kcal/day,calculations_MAME_FB_Comp1245_1254,13.76,4.8,8.474697635,10.66604425,0.168823132,0.207954322,0.465102139,0.559016994,-0.5561,0.1298,-0.542,0.1234,-0.1848,0.4017,-0.1669,0.3277,0.1827,0.4017,0.165,0.3277,0.0953,0.4005,0.0861,0.3267,Exp148_M,1,5,Exp148_M_1_SC,96,30,0.126530021,0.400123554,0.126530021,0.400123554
